Borough,NTAName,SiteName,SiteAddr,Open_Month,Day_Hours,Notes,Text
Manhattan,Upper West Side-Lincoln Square,SW W 72 St & Central Park W,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Upper West Side-Lincoln Square: SW W 72 St & Central Park W located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Staten Island,Port Richmond,NW Innis Street & St Josephs Avenue,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Staten Island, Port Richmond: NW Innis Street & St Josephs Avenue located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Brooklyn,Bedford-Stuyvesant (West),SW Tompkins Avenue & Macon Street,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Brooklyn, Bedford-Stuyvesant (West): SW Tompkins Avenue & Macon Street located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Bronx,Belmont,SE East 183 Street & Cambreleng Avenue,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Bronx, Belmont: SE East 183 Street & Cambreleng Avenue located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Queens,Astoria (Central),SE 31st Avenue & 36th Street,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Queens, Astoria (Central): SE 31st Avenue & 36th Street located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Bronx,Mount Hope,SW Mount Hope Place & Walton Avenue,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Bronx, Mount Hope: SW Mount Hope Place & Walton Avenue located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,Tribeca-Civic Center,Hudson River Park's Pier 25 at N. Moore St.,Pier 25 at N. Moore St. near kid's playground,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),,"Manhattan, Tribeca-Civic Center: Hudson River Park's Pier 25 at N. Moore St. located at Pier 25 at N. Moore St. near kid's playground. Open: Year Round during Every day (Start Time: 7:00 AM - End Time:  7:00 PM). Notes: "
Manhattan,Washington Heights (South),NE Amsterdam Avenue & West 155th Street,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Washington Heights (South): NE Amsterdam Avenue & West 155th Street located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Gowanus Salt Lot,"2 2nd Ave, Brooklyn, NY 11215",Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),,"Brooklyn, Carroll Gardens-Cobble Hill-Gowanus-Red Hook: Gowanus Salt Lot located at 2 2nd Ave, Brooklyn, NY 11215. Open: Year Round during 24/7 (Start Time: 24/7 - End Time:  24/7). Notes: "
Manhattan,Harlem (North),NW West 132 Street & Adam Clayton Powell Jr Blvd,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Harlem (North): NW West 132 Street & Adam Clayton Powell Jr Blvd located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Bronx,Parkchester,SE Purdy Street & East Tremont Avenue,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Bronx, Parkchester: SE Purdy Street & East Tremont Avenue located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Brooklyn,Bushwick (East),NE Knickerbocker Avenue & Putnam Avenue,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Brooklyn, Bushwick (East): NE Knickerbocker Avenue & Putnam Avenue located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,Upper West Side-Manhattan Valley,SE Broadway & W 102 St,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Upper West Side-Manhattan Valley: SE Broadway & W 102 St located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Queens,Astoria (East)-Woodside (North),NW Broadway & 51st Street,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Queens, Astoria (East)-Woodside (North): NW Broadway & 51st Street located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,Harlem (North),NW West 135 Street & 5th Avenue,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Harlem (North): NW West 135 Street & 5th Avenue located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Brooklyn,Coney Island-Sea Gate,PS 90 Coney Island,"2840 W 12th Street, Brooklyn, NY 11224",Year Round,Wednesday (Start Time: 7:30 AM - End Time:  10:30 AM),,"Brooklyn, Coney Island-Sea Gate: PS 90 Coney Island located at 2840 W 12th Street, Brooklyn, NY 11224. Open: Year Round during Wednesday (Start Time: 7:30 AM - End Time:  10:30 AM). Notes: "
Brooklyn,Crown Heights (North),NW New York Avenue & Lincoln Place,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Brooklyn, Crown Heights (North): NW New York Avenue & Lincoln Place located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Bronx,Pelham Parkway-Van Nest,Bronx Park East Farmers Market,"2222 Bronx Park East, Bronx, NY, 10462",June 25 - November 12,Sundays (Start Time: 9:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy","Bronx, Pelham Parkway-Van Nest: Bronx Park East Farmers Market located at 2222 Bronx Park East, Bronx, NY, 10462. Open: June 25 - November 12 during Sundays (Start Time: 9:00 AM - End Time:  2:00 PM). Notes: Not accepted: meat, bones, or dairy"
Bronx,Kingsbridge Heights-Van Cortlandt Village,SW Heath Avenue & West Kingsbridge Road,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Bronx, Kingsbridge Heights-Van Cortlandt Village: SW Heath Avenue & West Kingsbridge Road located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,Upper East Side-Yorkville,NW 2nd Ave & 82nd Street,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Upper East Side-Yorkville: NW 2nd Ave & 82nd Street located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Brooklyn,Crown Heights (North),NW Albany Avenue & St. Johns Place,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Brooklyn, Crown Heights (North): NW Albany Avenue & St. Johns Place located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,West Village,SW 7th Avenue South & Perry St,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, West Village: SW 7th Avenue South & Perry St located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,East Harlem (South),NW East 106th Street & Park Avenue,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, East Harlem (South): NW East 106th Street & Park Avenue located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,Gramercy,NW 2 Ave & E 23 St,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Gramercy: NW 2 Ave & E 23 St located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,Chinatown-Two Bridges,SE Montgomery St & Cherry St,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Chinatown-Two Bridges: SE Montgomery St & Cherry St located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Brooklyn,Prospect Heights,SW Vanderbilt Avenue & Dean Street,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Brooklyn, Prospect Heights: SW Vanderbilt Avenue & Dean Street located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Brooklyn,Prospect Lefferts Gardens-Wingate,Maple Street Community Garden,"237 Maple St, Brooklyn, NY 11225",Year Round,Wednesday and Saturday (Start Time: 10:30 AM - End Time:  12:30 PM),,"Brooklyn, Prospect Lefferts Gardens-Wingate: Maple Street Community Garden located at 237 Maple St, Brooklyn, NY 11225. Open: Year Round during Wednesday and Saturday (Start Time: 10:30 AM - End Time:  12:30 PM). Notes: "
Manhattan,West Village,Hudson River Park's Pier 51 at Horatio St.,Pier 51 at Horatio St. near playground,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),,"Manhattan, West Village: Hudson River Park's Pier 51 at Horatio St. located at Pier 51 at Horatio St. near playground. Open: Year Round during Every day (Start Time: 7:00 AM - End Time:  7:00 PM). Notes: "
Manhattan,Upper East Side-Carnegie Hill,NE 77th & Lexington Ave,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Upper East Side-Carnegie Hill: NE 77th & Lexington Ave located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
